name,team,college,address,latitude,longitude
Justin March,Dallas Cowboys,University of Akron Main Campus,302 Buchtel Common Akron OH 44325,41.0754323,-41.0754323
Ulysees Gilbert III,Pittsburgh Steelers,University of Akron Main Campus,302 Buchtel Common Akron OH 44325,41.0754323,-41.0754323
AJ McCarron,Houston Texans,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Amari Cooper,Dallas Cowboys,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Anfernee Jennings,New England Patriots,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Anthony Averett,Baltimore Ravens,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Bradley Bozeman,Baltimore Ravens,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Calvin Ridley,Atlanta Falcons,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Cam Robinson,jacksonville Jaguars,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Cam Sims,Washington,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Cole Mazza,Los Angeles Chargers,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
D.J. Fluker,Baltimore Ravens,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Da'Shawn Hand,Detroit Lions,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Dalvin Tomlinson,New York Giants,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Damien Harris,New England Patriots,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Damion Square,Los Angeles Chargers,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Daron Payne,Washington,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Deionte Thompson,Arizona Cardinals,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Derrick Henry,Tennessee Titans,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Dre Kirkpatrick,Arizona Cardinals,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Eddie Jackson,Chicago Bears,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Henry Ruggs III,Las Vegas Raiders,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Irv Smith Jr,Minnesota Vikings,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Isaiah Buggs,Pittsburgh Steelers,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
J.C. Hassenauer,Pittsburgh Steelers,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
James Carpenter,Atlanta Falcons,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Jarran Reed,Seattle Seahawks,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Jedrick Wills Jr,Cleveland Browns,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Jerry Jeudy,Denver Broncos,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
JK Scott,Green Bay Packers,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Jonah Williams,Cincinnati Bengals,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Jonathan Allen,Washington,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Josh Jacobs,Las Vegas Raiders,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Julio Jones,Atlanta Falcons,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Kareem Jackson,Denver Broncos,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Kenyan Drake,Arizona Cardinals,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Landon Collins,Washington,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Mack Wilson,Cleveland Browns,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Mark Ingram II,Baltimore Ravens,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Marlon Humphrey,Baltimore Ravens,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Minkah Fitzpatrick,Pittsburgh Steelers,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Quinnen Williams,New York Jets,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Raekwon Davis,Miami Dolphins,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Rashaan Evans,Tennessee Titans,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Reggie Ragland,Detroit Lions,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Ronnie Harrison Jr,Cleveland Browns,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Ryan Anderson,Washington,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Ryan Kelly,Indianapolis Colts,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Saivion Smith,Dallas Cowboys,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Shaun Dion Hamilton,Washington,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
T.J. Yeldon,Buffalo Bills,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Tony Brown,Cincinnati Bengals,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Trevon Diggs,Dallas Cowboys,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Tua Tagovailoa,Miami Dolphins,The University of Alabama,739 University Blvd Tuscaloosa AL 35487,33.2096093,-33.2096093
Tytus Howard,Houston Texans,Alabama State University,915 S Jackson Street Montgomery AL 36104,32.3651836,-32.3651836
Grover Stewart,Indianapolis Colts,Albany State University,504 College Drive Albany GA 31705,31.5734365,-31.5734365
Akeem Davis-Gaither,Cincinnati Bengals,Appalachian State University,287 Rivers St Boone NC 28608,36.2109506,-36.2109506
Daniel Kilgore,Kansas City Chiefs,Appalachian State University,287 Rivers St Boone NC 28608,36.2109506,-36.2109506
Darrynton Evans,Tennessee Titans,Appalachian State University,287 Rivers St Boone NC 28608,36.2109506,-36.2109506
Kendall Lamm,Cleveland Browns,Appalachian State University,287 Rivers St Boone NC 28608,36.2109506,-36.2109506
Sam Martin,Denver Broncos,Appalachian State University,287 Rivers St Boone NC 28608,36.2109506,-36.2109506
Demetrius Flannigan-Fowles,San Francisco 49ers,University of Arizona,1401 E University Tucson AZ 85721,32.2327247,-32.2327247
J.J. Taylor,New England Patriots,University of Arizona,1401 E University Tucson AZ 85721,32.2327247,-32.2327247
Nick Foles,Chicago Bears,University of Arizona,1401 E University Tucson AZ 85721,32.2327247,-32.2327247
Nick Folk,New England Patriots,University of Arizona,1401 E University Tucson AZ 85721,32.2327247,-32.2327247
Rob Gronkowski,Tampa Bay Buccaneers,University of Arizona,1401 E University Tucson AZ 85721,32.2327247,-32.2327247
Brandon Aiyuk,San Francisco 49ers,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
Eno Benjamin,Arizona Cardinals,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
Jamil Douglas,Tennessee Titans,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
Lawrence Guy,New England Patriots,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
Matt Haack,Miami Dolphins,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
N'Keal Harry,New England Patriots,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
Zane Gonzalez,Arizona Cardinals,Arizona State University-Tempe,University Drive and Mill Avenue Tempe AZ 85287,33.4219437,-33.4219437
Armon Watts,Minnesota Vikings,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Deatrich Wise Jr,New England Patriots,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Dre Greenlaw,San Francisco 49ers,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Frank Ragnow,Detroit Lions,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Hjalte Froholdt,New England Patriots,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Hunter Henry,Los Angeles Chargers,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Jeremy Sprinkle,Washington,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Kamren Curl,Washington,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
McTelvin Agim,Denver Broncos,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Randy Ramsey,Green Bay Packers,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Trey Flowers,Detroit Lions,University of Arkansas,Administration Bldg 425 Fayetteville AR 72701,36.0699572,-36.0699572
Demario Davis,New Orleans Saints,Arkansas State University-Main Campus,2105 E. Aggie Road Jonesboro AR 72401,35.8414567,-35.8414567
J.D. McKissic,Washington,Arkansas State University-Main Campus,2105 E. Aggie Road Jonesboro AR 72401,35.8414567,-35.8414567
Jamie Gillan,Cleveland Browns,University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789 Pine Bluff AR 71601,34.2262213,-34.2262213
Terron Armstead,New Orleans Saints,University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789 Pine Bluff AR 71601,34.2262213,-34.2262213
Adam Shaheen,Miami Dolphins,Ashland University,401 College Avenue Ashland OH 44805,40.8614368,-40.8614368
Deonte Harris,New Orleans Saints,Assumption College,500 Salisbury St Worcester MA 1609,42.2922426,-42.2922426
Zach Triner,Tampa Bay Buccaneers,Assumption College,500 Salisbury St Worcester MA 1609,42.2922426,-42.2922426
Angelo Blackson,Arizona Cardinals,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Braden Smith,Indianapolis Colts,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Carl Lawson,Cincinnati Bengals,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Carlton Davis,Tampa Bay Buccaneers,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Chandler Cox,Miami Dolphins,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Cody Parkey,Cleveland Browns,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Daniel Carlson,Las Vegas Raiders,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Daniel Thomas,jacksonville Jaguars,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Darius Slayton,New York Giants,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Derrick Brown,Carolina Panthers,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Jack Driscoll,Philadelphia Eagles,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Jamel Dean,Tampa Bay Buccaneers,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Jarrett Stidham,New England Patriots,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Jonathan Jones,New England Patriots,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Josh Bynes,Cincinnati Bengals,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Josh Harris,Atlanta Falcons,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Kerryon Johnson,Detroit Lions,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Marlon Davidson,Atlanta Falcons,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Montravius Adams,Green Bay Packers,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Noah Igbinoghene,Miami Dolphins,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
Peyton Barber,Washington,Auburn University,P.O. Box 351 Auburn AL 36849,32.5909562,-32.5909562
C.J. Ham,Minnesota Vikings,Augustana University,2001 S Summit Ave Sioux Falls SD 57197,43.525073,-43.525073
Danny Pinter,Indianapolis Colts,Ball State University,2000 University Ave Muncie IN 47306,40.1999048,-40.1999048
Willie Snead IV,Baltimore Ravens,Ball State University,2000 University Ave Muncie IN 47306,40.1999048,-40.1999048
Bravvion Roy,Carolina Panthers,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
James Lynch,Minnesota Vikings,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
JaMycal Hasty,San Francisco 49ers,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
Jon Weeks,Houston Texans,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
Kyle Fuller,Seattle Seahawks,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
Robert Griffin III,Baltimore Ravens,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
Ross Matiscik,jacksonville Jaguars,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
Xavien Howard,Miami Dolphins,Baylor University,500 Speight Ave. Waco TX 76798,31.5447753,-31.5447753
Derek Carrier,Las Vegas Raiders,Beloit College,700 College St Beloit WI 53511,42.5030333,-42.5030333
Gunner Olszewski,New England Patriots,Bemidji State University,1500 Birchmont Dr Bemidji MN 56601,47.4826372,-47.4826372
Matt Feiler,Pittsburgh Steelers,Bloomsburg University of Pennsylvania,400 E Second St Bloomsburg PA 17815,41.0079402,-41.0079402
Alexander Mattison,Minnesota Vikings,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Brett Rypien,Denver Broncos,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Cedrick Wilson,Dallas Cowboys,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Charles Leno Jr,Chicago Bears,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Darian Thompson,Dallas Cowboys,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
DeMarcus Lawrence,Dallas Cowboys,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Ezra Cleveland,Minnesota Vikings,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Jeremy McNichols,Tennessee Titans,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
John Hightower,Philadelphia Eagles,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Matt Paradis,Carolina Panthers,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Tanner Vallejo,Arizona Cardinals,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
Tyrone Crawford,Dallas Cowboys,Boise State University,1910 University Dr Boise ID 83725,43.609316,-43.609316
AJ Dillon,Green Bay Packers,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Anthony Castonzo,Indianapolis Colts,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Chris Lindstrom,Atlanta Falcons,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Harold Landry III,Tennessee Titans,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Isaac Yiadom,New York Giants,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Jeff Smith,New York Jets,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
John Johnson III,Los Angeles Rams,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
John Wetzel,Atlanta Falcons,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Justin Simmons,Denver Broncos,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Kevin Pierre-Louis,Washington,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Matt Milano,Buffalo Bills,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Matt Ryan,Atlanta Falcons,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Will Harris,Detroit Lions,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Zach Allen,Arizona Cardinals,Boston College,140 Commonwealth Avenue Chestnut Hill MA 2467,42.3355488,-42.3355488
Scotty Miller,Tampa Bay Buccaneers,Bowling Green State University-Main Campus,220 McFall Ctr Bowling Green OH 43403,41.3754425,-41.3754425
Julie'n Davenport,Miami Dolphins,Bucknell University,One Dent Drive Lewisburg PA 17837,40.9547722,-40.9547722
Cam Lewis,Buffalo Bills,University at Buffalo,12 Capen Hall Buffalo NY 14260,43.00095,-43.00095
Demone Harris,Kansas City Chiefs,University at Buffalo,12 Capen Hall Buffalo NY 14260,43.00095,-43.00095
Khalil Mack,Chicago Bears,University at Buffalo,12 Capen Hall Buffalo NY 14260,43.00095,-43.00095
Mason Schreck,Cincinnati Bengals,University at Buffalo,12 Capen Hall Buffalo NY 14260,43.00095,-43.00095
Steven Means,Atlanta Falcons,University at Buffalo,12 Capen Hall Buffalo NY 14260,43.00095,-43.00095
Daniel Sorensen,Kansas City Chiefs,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Ezekiel Ansah,San Francisco 49ers,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Fred Warner,San Francisco 49ers,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Harvey Langi,New York Jets,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Jamaal Williams,Green Bay Packers,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Kyle Van Noy,Miami Dolphins,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Michael Davis,Los Angeles Chargers,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Sione Takitaki,Cleveland Browns,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Taysom Hill,New Orleans Saints,Brigham Young University-Provo,Main Campus Provo UT 84602,40.2524308,-40.2524308
Nick Dzubnar,Tennessee Titans,California Polytechnic State University-San Luis Obispo,1 Grand Ave. San Luis Obispo CA 93407,35.3011339,-35.3011339
Aaron Rodgers,Green Bay Packers,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Alex Mack,Atlanta Falcons,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Ashtyn Davis,New York Jets,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Bryan Anger,Houston Texans,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Cameron Jordan,New Orleans Saints,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
DeSean Jackson,Philadelphia Eagles,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Devante Downs,New York Giants,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Jared Goff,Los Angeles Rams,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Jaylinn Hawkins,Atlanta Falcons,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Keenan Allen,Los Angeles Chargers,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
L.P. Ladouceur,Dallas Cowboys,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Marvin Jones Jr,Detroit Lions,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Mitchell Schwartz,Kansas City Chiefs,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Nick Sundberg,Washington,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Patrick Laird,Miami Dolphins,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Patrick Mekari,Baltimore Ravens,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Richard Rodgers,Philadelphia Eagles,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Stephen Anderson,Los Angeles Chargers,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
Tyson Alualu,Pittsburgh Steelers,University of California-Berkeley,200 California Hall Berkeley CA 94720,37.8718399,-37.8718399
C.J. Goodwin,Dallas Cowboys,California University of Pennsylvania,250 University Ave California PA 15419,40.0632191,-40.0632191
Erik Harris,Las Vegas Raiders,California University of Pennsylvania,250 University Ave California PA 15419,40.0632191,-40.0632191
Chris Manhertz,Carolina Panthers,Canisius College,2001 Main St Buffalo NY 14208,42.9272065,-42.9272065
Chris Jones,Dallas Cowboys,Carson-Newman University,1646 S Russell Ave Jefferson City TN 37760,36.1223377,-36.1223377
George Odum,Indianapolis Colts,University of Central Arkansas,201 Donaghey Ave Conway AR 72035,35.0773132,-35.0773132
Tremon Smith,Indianapolis Colts,University of Central Arkansas,201 Donaghey Ave Conway AR 72035,35.0773132,-35.0773132
Eric Fisher,Kansas City Chiefs,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
Jahleel Addae,Los Angeles Chargers,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
Jonathan Ward,Arizona Cardinals,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
Kavon Frazier,Miami Dolphins,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
Nick Bellore,Seattle Seahawks,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
Sean Murphy-Bunting,Tampa Bay Buccaneers,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
Tyler Conklin,Minnesota Vikings,Central Michigan University,106 Warriner Hall Mount Pleasant MI 48859,43.5911786,-43.5911786
John Cominsky,Atlanta Falcons,College of Charleston,66 George St Charleston SC 29424,32.7834631,-32.7834631
Alex Highsmith,Pittsburgh Steelers,University of North Carolina at Charlotte,9201 University City Blvd Charlotte NC 28223,35.3058818,-35.3058818
Larry Ogunjobi,Cleveland Browns,University of North Carolina at Charlotte,9201 University City Blvd Charlotte NC 28223,35.3058818,-35.3058818
Nate Davis,Tennessee Titans,University of North Carolina at Charlotte,9201 University City Blvd Charlotte NC 28223,35.3058818,-35.3058818
Buster Skrine,Chicago Bears,The University of Tennessee-Chattanooga,615 McCallie Ave Chattanooga TN 37403,35.047943,-35.047943
C.J. Board,New York Giants,The University of Tennessee-Chattanooga,615 McCallie Ave Chattanooga TN 37403,35.047943,-35.047943
Isaiah Mack,Tennessee Titans,The University of Tennessee-Chattanooga,615 McCallie Ave Chattanooga TN 37403,35.047943,-35.047943
Alex Bars,Chicago Bears,University of Notre Dame,400 Main Building Notre Dame IN 46556,41.703084,-41.703084
Tae Davis,Cleveland Browns,The University of Tennessee-Chattanooga,615 McCallie Ave Chattanooga TN 37403,35.047943,-35.047943
Chris Moore,Baltimore Ravens,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Cortez Broughton,Los Angeles Chargers,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Derek Wolfe,Baltimore Ravens,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Eric Wilson,Minnesota Vikings,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Jason Kelce,Philadelphia Eagles,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Josiah Deguara,Green Bay Packers,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Justin Murray,Arizona Cardinals,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Kevin Huber,Cincinnati Bengals,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Korey Cunningham,New England Patriots,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Linden Stephens,Seattle Seahawks,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Mike Boone,Minnesota Vikings,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Travis Kelce,Kansas City Chiefs,University of Cincinnati-Main Campus,2624 Clifton Avenue Cincinnati OH 45221,39.1343961,-39.1343961
Andre Roberts,Buffalo Bills,Citadel Military College of South Carolina,171 Moultrie St Charleston SC 29409,32.7975896,-32.7975896
A.J. Terrell,Atlanta Falcons,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
B.J. Goodson,Cleveland Browns,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Bashaud Breeland,Kansas City Chiefs,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Bradley Pinion,Tampa Bay Buccaneers,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Carlos Watkins,Houston Texans,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Christian Wilkins,Miami Dolphins,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Clelin Ferrell,Las Vegas Raiders,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
D.J. Reader,Cincinnati Bengals,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
DeAndre Hopkins,Arizona Cardinals,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Deshaun Watson,Houston Texans,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
DeShawn Williams,Denver Broncos,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Dexter Lawrence,New York Giants,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
Dorian O'Daniel,Kansas City Chiefs,Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-34.679339
