Name,Address,Latitude,Longitude
Campbell University,143 Main Street Buies Creek NC 27506,35.4091517,-78.7382773
Pennsylvania State University-Penn State DuBois,1 College Place DuBois PA 15801,41.126886,-78.7515173
Southeastern Community College,4564 Chadbourn Hwy Whiteville NC 28472,34.3318364,-78.7823082
University at Buffalo,12 Capen Hall Buffalo NY 14260,43.00095,-78.789729
Daemen College,4380 Main St Amherst NY 14226,42.9650703,-78.7897573
Villa Maria College,240 Pine Ridge Rd Buffalo NY 14225,42.9117779,-78.7964308
Hilbert College,5200 South Park Avenue Hamburg NY 14075,42.7543894,-78.8226909
University of Pittsburgh-Johnstown,450 Schoolhouse Road Johnstown PA 15904,40.2675162,-78.8356821
Pennsylvania Highlands Community College,101 Community College Way Johnstown PA 15904,40.2641463,-78.8373796
Canisius College,2001 Main St Buffalo NY 14208,42.9272065,-78.8528401
Medaille College,18 Agassiz Circle Buffalo NY 14214,42.9283234,-78.8556046
Methodist University,5400 Ramsey St Fayetteville NC 28311,35.1296003,-78.8671408
James Madison University,800 South Main Street Harrisonburg VA 22807,38.4400229,-78.8716115
Erie Community College,121 Ellicott St Buffalo NY 14203,42.8817115,-78.872411
Bryant & Stratton College-Buffalo,465 Main Street  Suite 400 Buffalo NY 14203,42.8864942,-78.8732513
Eastern Mennonite University,1200 Park Rd Harrisonburg VA 22802,38.4700518,-78.8776293
Niagara County Community College,3111 Saunders Settlement Rd Sanborn NY 14132,43.1463793,-78.8776835
SUNY Buffalo State,1300 Elmwood Ave Buffalo NY 14222,42.9336263,-78.8805479
D'Youville College,320 Porter Ave Buffalo NY 14201,42.9025892,-78.890939
Fayetteville State University,1200 Murchison Rd Fayetteville NC 28301,35.0742206,-78.8924896
North Carolina Central University,1801 Fayetteville Street Durham NC 27707,35.9747369,-78.8981013
Fayetteville Technical Community College,P.O. Box 35236 Fayetteville NC 28303,35.0666422,-78.9258784
Frostburg State University,101 Braddock Road Frostburg MD 21532,39.6498765,-78.9345627
Duke University,103 Allen Bldg Durham NC 27708,36.0014258,-78.9382286
Bridgewater College,402 E College St Bridgewater VA 22812,38.3789235,-78.9670039
Potomac State College of West Virginia University,101 Fort Ave Keyser WV 26726,39.4386592,-78.9828047
Coastal Carolina University,103 Tom Trout Drive Conway SC 29526,33.795026,-79.011802
Niagara University,Lewiston Road Niagara University NY 14109,43.1369816,-79.0349955
University of North Carolina at Chapel Hill,103 South Bldg Cb 9100 Chapel Hill NC 27599,35.9132961,-79.050072
Mary Baldwin University,318 Prospect Street Staunton VA 24401,38.1538783,-79.0692549
Central Carolina Community College,1105 Kelly Dr Sanford NC 27330,35.471033,-79.1452451
Virginia University of Lynchburg,2058 Garfield Ave Lynchburg VA 24501,37.3951947,-79.1515461
Indiana University of Pennsylvania-Main Campus,1011 South Dr 201 Sutton Hall Indiana PA 15705,40.6173325,-79.1582925
Randolph College,2500 Rivermont Ave Lynchburg VA 24503,37.4382161,-79.1711433
Liberty University,1971 University Blvd Lynchburg VA 24515,37.3530503,-79.1770145
University of Lynchburg,1501 Lakeside Dr Lynchburg VA 24501,37.4006002,-79.183153
University of North Carolina at Pembroke,One University Drive Pembroke NC 28372,34.6899339,-79.2005823
Jamestown Community College,525 Falconer St Jamestown NY 14701,42.115959,-79.2204426
SUNY at Fredonia,280 Central Ave Fredonia NY 14063,42.4531174,-79.3407522
Garrett College,687 Mosser Road McHenry MD 21541,39.5606927,-79.3427732
Southern Virginia University,1 University Hill Drive Buena Vista VA 24416,37.7412142,-79.351594
Clarion University of Pennsylvania,840 Wood Street Clarion PA 16214,41.2104564,-79.3802567
Saint Vincent College,300 Fraser Purchase Rd Latrobe PA 15650,40.2924241,-79.4056599
Sandhills Community College,3395 Airport Rd Pinehurst NC 28374,35.220301,-79.408025
Averett University,420 W Main St Danville VA 24541,36.577241,-79.4130591
Virginia Military Institute,VMI Parade Lexington VA 24450,37.7913335,-79.4378109
Washington and Lee University,204 West Washington Street Lexington VA 24450,37.7862788,-79.4440548
St. Andrews University,1700 Dogwood Mile Laurinburg NC 28352,34.7447182,-79.4797726
Elon University,100 Campus Drive Elon NC 27244,36.1048942,-79.5045112
University of Pittsburgh-Greensburg,150 Finoli Drive Greensburg PA 15601,40.2763342,-79.531353
Seton Hill University,1 Seton Hill Drive Greensburg PA 15601,40.3093459,-79.557385
Westmoreland County Community College,145 Pavilion Lane Youngwood PA 15697,40.2343645,-79.5647341
Francis Marion University,4822 East Palmetto Street Florence SC 29506,34.1959695,-79.6496086
Pennsylvania State University-Penn State Fayette- Eberly,2201 University Drive Lemont Furnace PA 15456,39.9464376,-79.6557889
University of Pittsburgh-Titusville,504 East Main Street Titusville PA 16354,41.6287085,-79.6641393
Pennsylvania State University-Penn State New Kensington,3550 Seventh Street Road  Route 780 New Kensington PA 15068,40.5502322,-79.6960747
Rockingham Community College,215 Wrenn Memorial Road Wentworth NC 27375,36.387759,-79.755614
North Carolina A & T State University,1601 E Market  St Greensboro NC 27411,36.0723647,-79.7721276
Greensboro College,815 W Market St Greensboro NC 27401,36.071019,-79.800028
University of North Carolina at Greensboro,1400 Spring Garden St Greensboro NC 27402,36.0655864,-79.8130382
Florence-Darlington Technical College,2715 W. Lucas Street Florence SC 29501,34.2449336,-79.8160169
Pennsylvania State University-Penn State Greater Allegheny,4000 University Drive McKeesport PA 15132,40.3448411,-79.8274638
Mercyhurst University-North East Campus,16 W Division St North East PA 16428,42.2196529,-79.8357581
Davis & Elkins College,100 Campus Dr Elkins WV 26241,38.9315561,-79.8457802
Patrick Henry Community College,645 Patriot Avenue Martinsville VA 24112,36.7405668,-79.8719025
California University of Pennsylvania,250 University Ave California PA 15419,40.0632191,-79.8842393
Guilford College,5800 W Friendly Avenue Greensboro NC 27410,36.0895288,-79.8894081
Butler County Community College,107 College Drive Butler PA 16002,40.8295624,-79.9126669
Guilford Technical Community College,601 E. Main Street Jamestown NC 27282,35.9986281,-79.9185706
Chatham University,Woodland Rd Pittsburgh PA 15232,40.4476155,-79.9234718
College of Charleston,66 George St Charleston SC 29424,32.7834631,-79.9372833
Carnegie Mellon University,5000 Forbes Avenue Pittsburgh PA 15213,40.4441647,-79.9433725
University of Pittsburgh-Pittsburgh Campus,4200 Fifth Avenue Pittsburgh PA 15260,40.44439,-79.9534133
Citadel Military College of South Carolina,171 Moultrie St Charleston SC 29409,32.7975896,-79.9589578
Carlow University,3333 Fifth Ave Pittsburgh PA 15213,40.4389338,-79.9631161
West Virginia University,PO Box 6201 Morgantown WV 26506,39.6480359,-79.9697147
Pennsylvania State University-Penn State Erie-Behrend College,5103 Station Road Erie PA 16563,42.123143,-79.9805656
Duquesne University,Administration Bldg 600 Forbes Ave Pittsburgh PA 15282,40.4367914,-79.989232
High Point University,One University Parkway High Point NC 27268,35.9721829,-79.99517
Point Park University,201 Wood St Pittsburgh PA 15222,40.4383106,-80.0016107
La Roche College,9000 Babcock Blvd Pittsburgh PA 15237,40.5684407,-80.014329
Community College of Allegheny County,800 Allegheny Ave Pittsburgh PA 15233,40.450889,-80.0184712
Ferrum College,215 Ferrum Mountain Road Ferrum VA 24088,36.9264771,-80.0206987
Slippery Rock University of Pennsylvania,1 Morrow Way Slippery Rock PA 16057,41.0630249,-80.0411691
Palm Beach Atlantic University,901 S. Flagler Drive West Palm Beach FL 33401,26.7047472,-80.0504326
Alderson Broaddus University,101 College Hill Drive Philippi WV 26416,39.1579337,-80.053085
Mercyhurst University,501 E 38th St Erie PA 16546,42.1050202,-80.0537305
Roanoke College,221 College Lane Salem VA 24153,37.294248,-80.054927
Coker College,300 E College Ave Hartsville SC 29550,34.3765863,-80.0704879
Charleston Southern University,9200 University Blvd Charleston SC 29406,32.9821829,-80.0706554
Palm Beach State College,4200 Congress Ave Lake Worth FL 33461,26.6119841,-80.0869018
Gannon University,109 W Sixth St Erie PA 16541,42.128853,-80.0869301
Florida Atlantic University,777 Glades Rd Boca Raton FL 33431,26.3693119,-80.1058477
Lynn University,3601 N. Military Trail Boca Raton FL 33431,26.3845609,-80.125528
Edinboro University of Pennsylvania,219 Meadville Street Edinboro PA 16444,41.8713002,-80.1283606
Broward College,111 East Las Olas Blvd Fort Lauderdale FL 33301,26.119446,-80.141768
Allegheny College,520 N Main St Meadville PA 16335,41.6482949,-80.1454261
Fairmont State University,1201 Locust Ave Fairmont WV 26554,39.4857867,-80.1630335
Keiser University-Ft Lauderdale,1500 NW 49th St. Fort Lauderdale FL 33309,26.1859033,-80.1640222
Johnson & Wales University-North Miami,1701 NE 127th St North Miami FL 33181,25.89405,-80.165215
Davidson County Community College,297 DCCC Road Thomasville NC 27360,35.866896,-80.18047
Waynesburg University,51 W College St Waynesburg PA 15370,39.8994825,-80.1876914
Miami Dade College,300 NE 2nd Avenue Miami FL 33132,25.7775568,-80.1910373
Barry University,11300 NE 2nd Ave Miami FL 33161,25.8791629,-80.1963767
Robert Morris University,6001 University Boulevard Moon Township PA 15108,40.5215511,-80.2119216
West Virginia Wesleyan College,59 College Ave Buckhannon WV 26201,38.990326,-80.2206477
Winston-Salem State University,601 Martin Luther King Jr Dr Winston-Salem NC 27110,36.0868936,-80.2248157
Nova Southeastern University,3301 College Ave Fort Lauderdale FL 33314,26.0788141,-80.240128
Washington & Jefferson College,60 South Lincoln St Washington PA 15301,40.1705192,-80.240583
Salem College,601 S Church St Winston-Salem NC 27101,36.0875173,-80.2412072
Piedmont International University,420 S. Broad St. Winston-Salem NC 27101,36.0878249,-80.2502847
Carolina Christian College,4209 Indiana Avenue Winston Salem NC 27105,36.1461702,-80.256222
St Thomas University,16401 NW 37th Ave Miami Gardens FL 33054,25.9237724,-80.258063
Florida Memorial University,15800 NW 42 Avenue Miami Gardens FL 33054,25.9182546,-80.27079
Wake Forest University,1834 Wake Forest Road Winston-Salem NC 27106,36.1348359,-80.2708623
University of Miami,University of Miami Coral Gables FL 33146,25.7178924,-80.2746368
Pfeiffer University,48380 US Hwy 52N Misenheimer NC 28109,35.4842942,-80.2833972
Pennsylvania State University-Penn State Beaver,100 University Drive Monaca PA 15061,40.6781827,-80.296282
Community College of Beaver County,1 Campus Drive Monaca PA 15061,40.6551335,-80.3050181
Florida National University-Main Campus,4425 West 20th Avenue Hialeah FL 33012,25.8617133,-80.3219199
Geneva College,3200 College Ave Beaver Falls PA 15010,40.7739825,-80.323008
Westminster College,319 South Market  Street New Wilmington PA 16172,41.1198678,-80.3322642
Morris College,100 West College Street Sumter SC 29150,33.9380183,-80.347028
Indian River State College,3209 Virginia Ave Fort Pierce FL 34981,27.4225457,-80.3582089
University of South Carolina-Sumter,200 Miller Rd Sumter SC 29150,33.9324793,-80.373
Florida International University,11200 S. W. 8 Street Miami FL 33199,25.7567674,-80.3820014
Thiel College,75 College Ave Greenville PA 16125,41.4119742,-80.3839179
Virginia Polytechnic Institute and State University,210 Burruss Hall  800 Drillfield Dr. Blacksburg VA 24061,37.2290053,-80.4236441
Wingate University,220 North Camden Road Wingate NC 28174,34.9858584,-80.4465673
Catawba College,2300 W Innes St Salisbury NC 28144,35.6915176,-80.4838367
Livingstone College,701 W Monroe St Salisbury NC 28144,35.6710363,-80.4847923
Pennsylvania State University-Penn State Shenango,147 Shenango Avenue Sharon PA 161461537,41.2352108,-80.5092001
Radford University,801 East Main St. Radford VA 24142,37.1398766,-80.5510635
Bethany College,31 E Campus Dr Bethany WV 26032,40.206055,-80.559834
Salem International University,223 W Main St Salem WV 26426,39.2829927,-80.5659428
West Liberty University,208 University Drive West Liberty WV 26074,40.1624403,-80.6041133
Florida Institute of Technology,150 West University Boulevard Melbourne FL 32901,28.0644994,-80.6231186
Franciscan University of Steubenville,1235 University Blvd Steubenville OH 43952,40.3772091,-80.6243999
Youngstown State University,One University Plaza Youngstown OH 44555,41.1066413,-80.6480952
Eastern Gateway Community College,4000 Sunset Blvd Steubenville OH 43952,40.3762371,-80.6723117
Wheeling Jesuit University,316 Washington Ave Wheeling WV 26003,40.0679295,-80.6912264
Surry Community College,630 S. Main Street Dobson NC 27017,36.385371,-80.7161576
University of North Carolina at Charlotte,9201 University City Blvd Charlotte NC 28223,35.3058818,-80.7353002
Eastern Florida State College,1519 Clearlake Rd Cocoa FL 32922,28.3837737,-80.7588541
University of South Carolina-Lancaster,476 Hubbard Drive Lancaster SC 29720,34.7360763,-80.78846
Queens University of Charlotte,1900 Selwyn Ave Charlotte NC 28274,35.1887678,-80.8329348
Glenville State College,200 High Street Glenville WV 26351,38.9348779,-80.833222
Davidson College,102 N. Main Street Davidson NC 28035,35.499519,-80.847593
South Carolina State University,300 College St NE Orangeburg SC 29117,33.4983391,-80.8478861
Johnson & Wales University-Charlotte,801 West Trade Street Charlotte NC 28202,35.2329541,-80.850839
Claflin University,400 Magnolia Street Orangeburg SC 29115,33.4990214,-80.854211
Johnson C Smith University,100 Beatties Ford Road Charlotte NC 28216,35.243588,-80.8569359
University of South Carolina-Beaufort,1 University Boulevard Bluffton SC 29909,32.3032014,-80.9735947
Concord University,1000 Vermillion Street Athens WV 24712,37.4226958,-81.007817
Benedict College,1600 Harden Street Columbia SC 29204,34.01302,-81.0195629
Allen University,1530 Harden Street Columbia SC 29204,34.0109162,-81.0209006
Winthrop University,701 Oakland Ave Rock Hill SC 29733,34.9397788,-81.0286239
University of South Carolina-Columbia,Columbia-Campus Columbia SC 29208,33.9937575,-81.0299186
Columbia College,1301 Columbia College Dr Columbia SC 29203,34.0455993,-81.0306086
Bethune-Cookman University,640 Dr Mary McLeod Bethune Blvd Daytona Beach FL 32114,29.2121248,-81.0322912
Belmont Abbey College,100 Belmont-Mt Holly Road Belmont NC 28012,35.2621669,-81.0431492
Clinton College,1029 Crawford Rd Rock Hill SC 29730,34.9134385,-81.0433782
Daytona State College,1200 W. International Speedway Blvd. Daytona Beach FL 32114,29.2029077,-81.0499348
Embry-Riddle Aeronautical University-Daytona Beach,600 S Clyde Morris Blvd Daytona Beach FL 32114,29.1916159,-81.0500189
Savannah State University,3219 College Street Savannah GA 31404,32.0252322,-81.0658063
Columbia International University,7435 Monticello Rd Columbia SC 29203,34.0753414,-81.0753481
Savannah College of Art and Design,342 Bull St Savannah GA 31402,32.072944,-81.093773
University of Mount Union,1972 Clark Ave. Alliance OH 44601,40.9022553,-81.1087684
Denmark Technical College,1126 Solomon Blatt Blvd Denmark SC 29042,33.311775,-81.1257727
Voorhees College,481 Porter Drive Denmark SC 29042,33.3072977,-81.1300088
Hiram College,PO Box 1808 Hiram OH 44234,41.3125552,-81.1437098
West Virginia University Institute of Technology,410 Neville St Beckley WV 25801,37.7759524,-81.1908928
University of Central Florida,4465 Knights Victory Way Orlando FL 32816,28.6082727,-81.1926631
Appalachian Bible College,161 College Drive Mount Hope WV 25880,37.853737,-81.2029951
Bluefield State College,219 Rock St Bluefield WV 24701,37.267207,-81.2374697
Bluefield College,3000 College Avenue Bluefield VA 24605,37.2460648,-81.2425273
Lake Erie College,391 W Washington St Painesville OH 44077,41.716033,-81.252144
Catawba Valley Community College,2550 Hwy 70 SE Hickory NC 28602,35.6998273,-81.2879271
University of South Carolina-Salkehatchie,465 James Brandt Blvd Allendale SC 29810,33.0131258,-81.2996407
Full Sail University,3300 University Boulevard Winter Park FL 327927429,28.5965556,-81.3013461
Stetson University,421 N Woodland Blvd DeLand FL 32723,29.0347047,-81.3032231
Seminole State College of Florida,100 Weldon Blvd Sanford FL 32773,28.7441889,-81.3032986
Flagler College-St Augustine,74 King Street Saint Augustine FL 32084,29.8930524,-81.3149756
Lenoir-Rhyne University,625 7th Avenue NE Hickory NC 28601,35.7414291,-81.3262171
Kent State University at Kent,Executive Office  2nd Floor Library Kent OH 44242,41.1467499,-81.343939
Rollins College,1000 Holt Avenue Winter Park FL 32789,28.5926825,-81.346687
Lakeland Community College,7700 Clocktower Drive Kirtland OH 44094,41.639741,-81.361688
Johnson University Florida,1011 Bill Beck Blvd Kissimmee FL 34744,28.301658,-81.362402
Walsh University,2020 East Maple St North Canton OH 44720,40.873658,-81.369656
Malone University,2600 Cleveland Avenue NW Canton OH 44709,40.826423,-81.3838467
Kent State University at Tuscarawas,330 University Dr N.E. New Philadelphia OH 446639403,40.4677399,-81.407199
Ave Maria University,5050 Ave Maria Blvd Ave Maria FL 34142,26.3366663,-81.4372098
Bryant & Stratton College-Solon,33001 Solon Rd. Solon OH 44139,41.3900122,-81.4458996
Marietta College,Irvine Bldg Marietta OH 45750,39.4166304,-81.4500664
Ursuline College,2550 Lander Rd Pepper Pike OH 44124,41.4947679,-81.4649747
Caldwell Community College and Technical Institute,2855 Hickory Boulevard Hudson NC 28638,35.8575917,-81.4867301
College of Coastal Georgia,One College Drive Brunswick GA 31520,31.1832649,-81.4867812
South Florida State College,600 W College Dr Avon Park FL 33825,27.5690062,-81.5082074
University of North Florida,1 UNF Drive Jacksonville FL 32224,30.2729275,-81.5092789
University of Akron Main Campus,302 Buchtel Common Akron OH 44325,41.0754323,-81.5123774
Notre Dame College,4545 College Rd Cleveland OH 44121,41.5075825,-81.5153247
John Carroll University,1 John Carroll Boulevard University Heights OH 44118,41.4905071,-81.5293129
Webber International University,1201 N Scenic Hwy Babson Park FL 33827,27.8377618,-81.5314696
Ohio Valley University,1 Campus View Drive Vienna WV 26105,39.3071375,-81.5399514
Warner University,13895 Hwy 27 Lake Wales FL 33859,27.8242899,-81.5928231
Jacksonville University,2800 University Blvd N Jacksonville FL 32211,30.3520387,-81.6041061
Case Western Reserve University,10900 Euclid Ave Cleveland OH 44106,41.50462,-81.609732
University of Charleston,2300 MacCorkle Avenue   SE Charleston WV 25304,38.332982,-81.6152387
Newberry College,2100 College St Newberry SC 29108,34.2857182,-81.620719
University of South Carolina-Union,309 East Academy St Union SC 29379,34.7178593,-81.6210187
Limestone College,1115 College Drive Gaffney SC 29340,35.056615,-81.6485209
Florida State College at Jacksonville,501 W State St Jacksonville FL 32202,30.3349528,-81.6623217
Gardner-Webb University,Main St Boiling Springs NC 28017,35.2428038,-81.6656819
Cleveland State University,2121 Euclid Avenue Cleveland OH 44115,41.5024973,-81.6747179
Appalachian State University,287 Rivers St Boone NC 28608,36.2109506,-81.6777048
Saint Johns River State College,5001 Saint Johns Ave Palatka FL 32177,29.6458337,-81.6815312
Cuyahoga Community College District,700 Carnegie Ave Cleveland OH 44115,41.4948675,-81.6835567
Edward Waters College,1658 Kings Rd Jacksonville FL 32209,30.3436937,-81.6836704
Polk State College,999 Avenue H NE Winter Haven FL 33881,28.0324218,-81.7145536
Muskingum University,163 Stormont Street New Concord OH 43762,39.9973291,-81.7365664
University of South Carolina-Aiken,471 University Pkwy Aiken SC 29801,33.5898667,-81.7476394
West Virginia State University,Rte 25 Institute WV 25112,38.3862389,-81.7712349
Florida Gulf Coast University,10501 Fgcu Blvd S Fort Myers FL 33965,26.4616473,-81.7715464
Georgia Southern University,Brannen Hall  Room 2015  2670 Southern Drive Statesboro GA 30460,32.4286684,-81.7822479
Trinity Baptist College,800 Hammond Blvd Jacksonville FL 32221,30.3093671,-81.7964722
Emory & Henry College,30461 Garnand Drive Emory VA 24327,36.7732717,-81.8298879
Baldwin Wallace University,275 Eastland Rd Berea OH 44017,41.3684663,-81.844763
Lees-McRae College,191 Main Street Banner Elk NC 28604,36.162553,-81.873382
Presbyterian College,503 South Broad Street Clinton SC 29325,34.4669734,-81.8798708
Florida SouthWestern State College,8099 College Parkway Fort Myers FL 33919,26.5568395,-81.8880531
Lake-Sumter State College,9501 US Hwy 441 Leesburg FL 34788,28.9016582,-81.9133714
Southeastern University,1000 Longfellow Blvd Lakeland FL 33801,28.0301306,-81.9179961
Wofford College,429 N Church St Spartanburg SC 29303,34.9619233,-81.9330213
The College of Wooster,1189 Beall Avenue Wooster OH 44691,40.8101944,-81.9346786
Florida Southern College,111 Lake Hollingsworth Dr Lakeland FL 33801,28.0296636,-81.94494
University of South Carolina-Upstate,800 University Way Spartanburg SC 29303,35.003074,-81.969488
Spartanburg Methodist College,1000 Powell Mill Road Spartanburg SC 29301,34.9551165,-81.9708637
Augusta University,1120 Fifteenth St Augusta GA 30912,33.4706236,-81.9899149
Paine College,1235 15th Street Augusta GA 30901,33.4682106,-81.993618
Lorain County Community College,1005 North Abbe Rd Elyria OH 44035,41.4128041,-82.0721412
Ohio University-Main Campus,020 Chubb Hall Athens OH 45701,39.3267795,-82.1010849
King University,1350 King College Rd Bristol TN 37620,36.585985,-82.1565326
Lander University,320 Stanley Avenue Greenwood SC 29649,34.2008662,-82.1666042
College of Central Florida,3001 SW College Rd Ocala FL 34474,29.1626611,-82.1729158
Hocking College,3301 Hocking Parkway Nelsonville OH 45764,39.4440015,-82.2212398
Oberlin College,173 West Lorain Street Oberlin OH 44074,41.2935549,-82.2236069
Saint Leo University,33701 State Road 52 Saint Leo FL 33574,28.335714,-82.257251
Milligan College,1 Blowers Blvd. Milligan College TN 37682,36.3011675,-82.2910856
Montreat College,PO Box 1267 Montreat NC 28757,35.64959,-82.2936293
East Georgia State College,131 College Cir Swainsboro GA 30401,32.5933275,-82.3065228
Ashland University,401 College Avenue Ashland OH 44805,40.8614368,-82.3228059
University of Florida,Tigert Hall Gainesville FL 32611,29.6494246,-82.3399209
Bob Jones University,1700 Wade Hampton Boulavard Greenville SC 29614,34.8750509,-82.3644856
East Tennessee State University,1276 Gilbreath Drive Johnson City TN 37614,36.3041643,-82.3668444
North Greenville University,7801 N. Tigerville Road Tigerville SC 29688,35.0688319,-82.3698592
University of Rio Grande,218 N College Ave Rio Grande OH 45674,38.8827991,-82.3790524
Florida College,119 N Glen Arven Ave Temple Terrace FL 33617,28.034409,-82.383043
Erskine College,P.O. Box 338 Due West SC 29639,34.3305278,-82.3905527
Kenyon College,Kenyon College Gambier OH 43022,40.3718965,-82.3983079
University of South Florida-Main Campus,4202 East Fowler Ave Tampa FL 33620,28.0583276,-82.4098765
St Clair County Community College,323 Erie Street Port Huron MI 48061,42.9781738,-82.4279188
Marshall University,1 John Marshall Dr Huntington WV 25755,38.4223904,-82.4289042
Furman,3300 Poinsett Highway Greenville SC 29613,34.9279032,-82.4314732
Santa Fe College,3000 Northwest 83rd Street Gainesville FL 32606,29.6813724,-82.4332952
Warren Wilson College,701 Warren Wilson Rd Swannanoa NC 28778,35.6114087,-82.4414224
Hillsborough Community College,39 Columbia Drive Tampa FL 33606,27.9348426,-82.4562776
The University of Tampa,401 W Kennedy Blvd Tampa FL 33606,27.9479478,-82.464656
Mount Vernon Nazarene University,800 Martinsburg Rd Mount Vernon OH 43050,40.372867,-82.4711181
University of Pikeville,147 Sycamore St Pikeville KY 41501,37.4811243,-82.5206131
Denison University,100 West College Street Granville OH 43023,40.0711678,-82.5238552
Mars Hill University,100 Athletic St Mars Hill NC 28754,35.8274056,-82.5523992
The University of Virginia's College at Wise,1 College Avenue Wise VA 24293,36.9707461,-82.5604501
University of North Carolina at Asheville,One University Heights Asheville NC 28804,35.6163781,-82.5672238
Florida Gateway College,149 SE College Pl Lake City FL 32025,30.176324,-82.5707793
Brewton-Parker College,201 David-Eliza Fountain Circle Mount Vernon GA 30445,32.1858028,-82.5847651
State College of Florida-Manatee-Sarasota,5840 26th St W Bradenton FL 34207,27.4369786,-82.5877361
Anderson University,316 Boulevard Anderson SC 29621,34.5143475,-82.6382155
Pasco-Hernando State College,10230 Ridge Road New Port Richey FL 34654,28.275714,-82.646333
Trinity College of Florida,2430 Welbilt Boulevard Trinity FL 34655,28.194591,-82.6783348
Eckerd College,4200 54th Ave S Saint Petersburg FL 33711,27.7181319,-82.6870725
St Petersburg College,6021 142nd  Ave N Clearwater FL 33760,27.9025272,-82.7173478
Brevard College,One Brevard College Drive Brevard NC 28712,35.2367409,-82.7294959
Tusculum College,60 Shiloh Road Greeneville TN 37743,36.1740586,-82.7608345
Southern Wesleyan University,907 Wesleyan Drive Central SC 29630,34.7283676,-82.7626067
Clemson University,201 Sikes Hall Clemson SC 29634,34.679339,-82.835136
South Georgia State College,100 W College Park Dr Douglas GA 31533,31.4976533,-82.854555
Alice Lloyd College,100 Purpose Rd Pippa Passes KY 41844,37.3344951,-82.8770547
Ohio Christian University,1476 Lancaster Pike Circleville OH 43113,39.6118969,-82.9057777
Otterbein University,1 South Grove Street Westerville OH 43081,40.1253397,-82.9363279
Capital University,1 College and Main Columbus OH 43209,39.9571011,-82.9398718
Ohio Dominican University,1216 Sunbury Road Columbus OH 43219,39.9920005,-82.9416691
Kentucky Christian University,100 Academic Pkwy Grayson KY 41143,38.3391318,-82.946694
Macomb Community College,14500 E Twelve Mile Rd Warren MI 48088,42.5028411,-82.9703145
Columbus State Community College,550 E Spring St Columbus OH 43215,39.9692367,-82.9872695
Shawnee State University,940  Second  St Portsmouth OH 45662,38.7312312,-82.9946411
Ohio State University-Main Campus,190 N. Oval Mall Columbus OH 43210,40.0007775,-83.0132446
Wayne County Community College District,801 W. Fort Street Detroit MI 48226,42.327321,-83.0544561
Ohio Wesleyan University,61 S Sandusky Street Delaware OH 43015,40.2934076,-83.0655841
Wayne State University,656 West Kirby Street Detroit MI 48202,42.3583263,-83.0721008
University of Detroit Mercy,4001 W McNichols Rd Detroit MI 48221,42.4155262,-83.1367549
Rochester College,800 West Avon Road Rochester Hills MI 48307,42.666778,-83.14539
Emmanuel College,181 Springs St Franklin Springs GA 30639,34.2821297,-83.1475551
Heidelberg University,310 E Market St Tiffin OH 44883,41.1163289,-83.1680644
Tiffin University,155 Miami Street Tiffin OH 44883,41.1184446,-83.1845635
Western Carolina University,Highway 107 Cullowhee NC 28723,35.3111601,-83.1881927
Oakland University,201 Meadow Brook Rd Rochester MI 483094451,42.671408,-83.218935
Georgia Military College,201 E Greene St Milledgeville GA 31061,33.0786691,-83.2245845
University of Michigan-Dearborn,4901 Evergreen Rd Dearborn MI 48128,42.3184187,-83.2310262
Georgia College & State University,231 W Hancock Street Milledgeville GA 31061,33.0828388,-83.2316715
Henry Ford College,5101 Evergreen Rd Dearborn MI 48128,42.3239417,-83.2341422
Oakland Community College,2480 Opdyke Rd Bloomfield Hills MI 48304,42.5954493,-83.2448295
Lawrence Technological University,21000 West Ten Mile Road Southfield MI 48075,42.4737249,-83.2519389
Walters State Community College,500 South Davy Crockett Parkway Morristown TN 37813,36.2158742,-83.2626361
Valdosta State University,1500 N Patterson St Valdosta GA 31698,30.8465653,-83.2900234
Toccoa Falls College,107 Kincaid Drive Toccoa Falls GA 30598,34.5962723,-83.3598841
University of Georgia,Administration Building Athens GA 30602,33.9562553,-83.3740399
Madonna University,36600 Schoolcraft Rd Livonia MI 48150,42.3842285,-83.404726
Schoolcraft College,18600 Haggerty Road Livonia MI 48152,42.4182614,-83.4258319
Morehead State University,University Blvd Morehead KY 40351,38.1883028,-83.4327032
Alpena Community College,665 Johnson St Alpena MI 49707,45.079889,-83.4448232
Carson-Newman University,1646 S Russell Ave Jefferson City TN 37760,36.1223377,-83.4908561
Abraham Baldwin Agricultural College,2802 Moore Hwy Tifton GA 31793,31.4819694,-83.5282588
Owens Community College,30335 Oregon Rd Perrysburg OH 43551,41.587956,-83.5387205
Piedmont College,1021 Central Ave Demorest GA 30535,34.5662172,-83.544516
Southern State Community College,100 Hobart Drive Hillsboro OH 45133,39.2361391,-83.6151996
University of Toledo,2801 W Bancroft Toledo OH 43606,41.6557154,-83.6162183
Eastern Michigan University,401 Pierce Hall Ypsilanti MI 48197,42.2466866,-83.6225079
Bowling Green State University-Main Campus,220 McFall Ctr Bowling Green OH 43403,41.3754425,-83.640953
The University of Findlay,1000 North Main Street Findlay OH 45840,41.0537667,-83.6534018
Mercer University,1501 Mercer University Drive Macon GA 31207,32.8260317,-83.6542377
Lincoln Memorial University,6965 Cumberland Gap Pkwy Harrogate TN 37752,36.5773983,-83.6611266
Central Georgia Technical College,80 Cohen Walker Drive Warner Robins GA 31088,32.5454972,-83.6674227
